TagName,Count,Description
"fixtures","1387","Fixtures are scopes used for running tests which isolate each test from global namespace pollution and side-effects from previous tests in order to avoid false positives and false negatives"
"varchar","1386","A varchar or variable character field is a set of character data of indeterminate length."
"dynamics-crm-2013","1386","Microsoft Dynamics CRM is a multi-lingual Customer Relationship Management software package. The product focuses mainly on Sales, Marketing, Service and Help Desk sectors but Microsoft has been marketing Dynamics CRM as an XRM platform encouraging partners to use its proprietary (.NET based) framework to customize it to meet many different demands. The software has been moved to the cloud solution and exists in two versions - on-premise and on-line."
"azure-cognitive-search","1385","Azure Cognitive Search is a fully managed Azure Cloud service that offers rich full-text indexing and search. Allows you to add search facility to both existing and new application either Line of Business application, public facing websites or mobile applications using REST API or .NET SDK."
"aiohttp","1385","Use this tag for questions about AIOHTTP – a client/server framework for asyncio Python."
"uicolor","1385","A UIColor object represents color and sometimes opacity (alpha value). You can use UIColor objects to store color data, and during drawing you can use them to set the current fill and stroke colors."
"submenu","1385","A submenu is a menu, that is a list of options or commands, which is contained within another menu."
"relation","1385","A relation on sets S1, S2, ..., SN is any subset of S1 x S2 x ... x SN, where 'x' denotes the Cartesian product. In other words, a relation over N sets is any set of ordered N-tuples over the N sets. "
"dataweave","1385","The DataWeave Language is a powerful template engine that allows you to transform data to and from any kind of format (XML, CSV, JSON, Pojos, Maps, etc)."
"tensorflow.js","1384","TensorFlow.js is a library for developing and training ML models in JavaScript, and deploying in browser or on Node.js"
"http-proxy","1384","An HTTP Proxy is a server that receives requests from your web browser and then makes the request to the Internet on your behalf. It then returns the results to your browser."
"autoencoder","1383","An autoencoder, autoassociator or Diabolo network is an artificial neural network used for learning efficient codings. As such, it is part of the dimensionality reduction algorithms."
